Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Ashburton,14 Gloucester Rd,4,h,,PI,Buxton/Marshall,22/08/2016,11,3147,4,3,1,310,180,2016,Boroondara City Council,-37.866,145.0884,Southern Metropolitan,3052
Ashburton,56 Gloucester Rd,4,h,1600000,VB,Jellis,22/08/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,19 Lancaster St,3,h,,S,Marshall,22/08/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,3 Mustang Ct,3,h,1500000,VB,Jellis,22/08/2016,11,3147,3,2,2,710,139,1945,Boroondara City Council,-37.8653,145.0897,Southern Metropolitan,3052
Ashburton,460 Warrigal Rd,2,h,,SP,Buxton,22/08/2016,11,3147,2,1,2,672,,,Boroondara City Council,-37.8693,145.092,Southern Metropolitan,3052
Ashburton,3/4 Annetta Av,3,h,1430000,S,Jellis,23/04/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,20 Alamein Av,3,h,1601000,S,Tim,25/02/2017,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,55 Alamein Av,4,h,1650000,PI,Noel,25/02/2017,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,63 Dent St,4,h,1800000,S,Jellis,25/02/2017,11,3147,4,2,4,749,206,1950,Boroondara City Council,-37.8669,145.077,Southern Metropolitan,3052
Ashburton,16 Dunscombe Av,3,h,1610000,S,Jellis,25/02/2017,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,30 Glen Rd,4,h,,S,Fletchers,25/02/2017,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,23 Johnston St,4,h,,SN,RT,25/02/2017,11,3147,4,2,2,703,197,1927,Boroondara City Council,-37.8599,145.0765,Southern Metropolitan,3052
Ashburton,4 Vears Rd,3,h,1830000,S,Jellis,25/02/2017,11,3147,3,2,3,724,168,1940,Boroondara City Council,-37.8619,145.0879,Southern Metropolitan,3052
Ashburton,2/43 Warner Av,3,t,,SP,Marshall,25/02/2017,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,14 Lucerne St,3,h,1415000,S,Buxton,27/06/2016,11,3147,3,1,1,605,111,1950,Boroondara City Council,-37.8703,145.0774,Southern Metropolitan,3052
Ashburton,5 Pitt St,2,h,1440000,PI,Jellis,27/06/2016,11,3147,2,1,1,687,104,1940,Boroondara City Council,-37.872,145.0692,Southern Metropolitan,3052
Ashburton,1/65 Ashburn Gr,4,t,1250000,VB,Noel,27/11/2016,11,3147,4,2,2,321,199,2007,Boroondara City Council,-37.8693,145.08,Southern Metropolitan,3052
Ashburton,12 Meaden St,3,h,1422000,S,Buxton,27/11/2016,11,3147,3,1,2,583,,,Boroondara City Council,-37.8679,145.0781,Southern Metropolitan,3052
Ashburton,48 Nicholas St,5,h,1600000,S,Marshall,27/11/2016,11,3147,5,3,4,700,266,1950,Boroondara City Council,-37.8724,145.0758,Southern Metropolitan,3052
Ashburton,5 Taylor St,4,h,1860000,S,Jellis,27/11/2016,11,3147,4,2,3,696,274,2000,Boroondara City Council,-37.8711,145.0746,Southern Metropolitan,3052
Ashburton,1/7 Y St,3,t,1710000,S,Marshall,27/11/2016,11,3147,3,2,2,295,,1990,Boroondara City Council,-37.8624,145.0798,Southern Metropolitan,3052
Ashburton,54 Baker Pde,3,h,,S,Marshall,28/05/2016,11,3147,3,1,2,752,,1948,Boroondara City Council,-37.8614,145.0926,Southern Metropolitan,3052
Ashburton,33 Highgate Gr,4,h,1790000,PI,hockingstuart,28/05/2016,11,3147,4,2,2,514,240,1935,Boroondara City Council,-37.8664,145.0772,Southern Metropolitan,3052
Ashburton,9 Pitt St,4,h,1950000,S,Tim,28/05/2016,11,3147,4,2,2,844,278,1940,Boroondara City Council,-37.8715,145.0688,Southern Metropolitan,3052
Ashburton,9 Ward St,3,h,1600000,S,Fletchers,28/05/2016,11,3147,3,1,2,637,,,Boroondara City Council,-37.8645,145.0797,Southern Metropolitan,3052
Ashburton,159 Ashburn Gr,3,h,1320000,PI,Marshall,28/08/2016,11,3147,3,1,2,1063,,,Boroondara City Council,-37.8752,145.0754,Southern Metropolitan,3052
Ashburton,19 Poulter St,3,h,1650000,S,Marshall,28/08/2016,11,3147,3,1,1,697,164,1947,Boroondara City Council,-37.8636,145.0903,Southern Metropolitan,3052
Ashburton,15 Lancaster St,4,h,1280000,S,Fletchers,30/07/2016,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashwood,1/14 Eildon Rd,3,h,,SP,Jellis,3/09/2016,12.2,3147,3,1,2,343,,1960,Monash City Council,-37.8623,145.1098,Southern Metropolitan,2894
Ashwood,18 Teck St,2,h,995000,S,Tim,3/09/2016,12.2,3147,2,1,1,583,,1950,Monash City Council,-37.8693,145.1082,Southern Metropolitan,2894
Ashwood,12 Beechwood Tce,3,t,,SN,Ray,3/12/2016,12.2,3147,3,2,2,375,,,Monash City Council,-37.8647,145.1016,Southern Metropolitan,2894
Ashwood,28 Raymond St,3,h,1250000,S,Woodards,3/12/2016,12.2,3147,3,1,1,842,,,Monash City Council,-37.867,145.1092,Southern Metropolitan,2894
Ashwood,4 Mitchell Av,3,h,,SP,Buxton,4/02/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,31a Douglas St,3,u,1045000,S,Tim,4/03/2017,12.2,3147,3,2,2,467,,,Monash City Council,-37.8639,145.0968,Southern Metropolitan,2894
Ashwood,1/53 Winbirra Pde,4,h,1200000,SP,Purplebricks,4/03/2017,12.2,3147,4,3,2,372,201,2016,Monash City Council,-37.8716,145.0999,Southern Metropolitan,2894
Ashwood,18 Montrose St,2,h,1075000,VB,Jellis,4/06/2016,12.2,3147,2,1,2,695,114,1950,Monash City Council,-37.8694,145.0944,Southern Metropolitan,2894
Ashwood,11 Scenic Dr,4,h,,S,Jellis,6/08/2016,12.2,3147,4,2,3,675,302,2000,Monash City Council,-37.8639,145.1021,Southern Metropolitan,2894
Ashwood,4 Scenic Dr,4,h,1500000,S,Fletchers,6/08/2016,12.2,3147,2,2,2,621,203,2000,Monash City Council,-37.8647,145.1023,Southern Metropolitan,2894
Ashwood,8 Rocklands Rd,3,h,1120000,S,Tim,7/05/2016,12.2,3147,3,1,2,723,,,Monash City Council,-37.8642,145.1109,Southern Metropolitan,2894
Ashwood,1/7 Farmer St,2,t,700000,S,hockingstuart,7/11/2016,12.2,3147,2,1,2,367,110,1970,Monash City Council,-37.8662,145.109,Southern Metropolitan,2894
Ashwood,1/136 High Street Rd,3,h,761000,PI,Fletchers,7/11/2016,12.2,3147,3,2,4,400,94,1950,Monash City Council,-37.8675,145.106,Southern Metropolitan,2894
Ashwood,10 Maroondah Rd,4,h,1270000,SP,Buxton,8/10/2016,12.2,3147,4,2,1,724,,,Monash City Council,-37.8651,145.1109,Southern Metropolitan,2894
Ashwood,4 Peppermint Ct,4,h,1510000,S,Buxton,8/10/2016,12.2,3147,4,2,2,526,,,Monash City Council,-37.8661,145.1013,Southern Metropolitan,2894
Ashwood,35 Douglas St,3,h,1365000,S,Fletchers,10/09/2016,12.2,3147,3,1,1,792,792,1950,Monash City Council,-37.864,145.0972,Southern Metropolitan,2894
Ashwood,95 Huntingdale Rd,4,h,1100000,VB,Tim,10/12/2016,12.2,3147,3,2,2,803,152,1970,Monash City Council,-37.8621,145.1126,Southern Metropolitan,2894
Ashwood,2/25 May Park Av,2,u,675000,S,Buxton,10/12/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,9 Reid St,3,h,,SP,Buxton,10/12/2016,12.2,3147,3,1,2,981,,,Monash City Council,-37.868,145.0942,Southern Metropolitan,2894
Ashwood,50 Cassinia Av,3,h,1232800,S,Fletchers,12/06/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,12 Delta Av,3,h,1170000,PI,Marshall,12/11/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,10 Parkhill Dr,3,h,,SN,Biggin,12/11/2016,12.2,3147,3,1,1,768,96,1950,Monash City Council,-37.8632,145.1094,Southern Metropolitan,2894
Ashwood,8 Maroondah Rd,4,h,1415000,S,Buxton,13/08/2016,12.2,3147,4,3,2,724,,,Monash City Council,-37.8651,145.1107,Southern Metropolitan,2894
Ashwood,1/7 Murra Ct,2,u,690000,S,Ray,14/05/2016,12.2,3147,2,1,1,216,90,2003,Monash City Council,-37.8711,145.1017,Southern Metropolitan,2894
Ashwood,58 Ashwood Dr,3,h,1631000,S,Jellis,15/10/2016,12.2,3147,3,2,3,782,215,1950,Monash City Council,-37.8621,145.1021,Southern Metropolitan,2894
Ashwood,9 Barrington Dr,3,h,,SN,Buxton,15/10/2016,12.2,3147,3,1,2,785,151,1968,Monash City Council,-37.861,145.1005,Southern Metropolitan,2894
Ashwood,3 Harold St,4,h,1500000,S,Buxton,15/10/2016,12.2,3147,4,2,1,593,255,1930,Monash City Council,-37.8655,145.096,Southern Metropolitan,2894
Ashwood,2/21 Electra Av,2,t,690000,S,Buxton,16/04/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,3/26 May Park Av,3,t,,PI,Fletchers,16/04/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,9 Katta Ct,3,h,1060000,S,Harcourts,16/07/2016,12.2,3147,2,1,2,772,,,Monash City Council,-37.8707,145.1036,Southern Metropolitan,2894
Ashwood,44 Power Av,3,h,875000,PI,Woodards,17/09/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,16 Scenic Dr,5,h,1529500,S,Buxton,17/09/2016,12.2,3147,5,3,2,585,317,2000,Monash City Council,-37.8637,145.1024,Southern Metropolitan,2894
Ashwood,13 Edmonds Av,2,h,1250000,S,Jellis,18/03/2017,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,7 Jingella Av,3,h,1200000,VB,Jellis,18/03/2017,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,4 Nolan Ct,4,h,,S,Buxton,18/03/2017,12.2,3147,4,2,2,787,158,1975,Monash City Council,-37.8618,145.0996,Southern Metropolitan,2894
Ashwood,4/36 Queens Pde,2,u,600000,S,Noel,18/03/2017,12.2,3147,2,1,1,153,80,1970,Monash City Council,-37.8696,145.0962,Southern Metropolitan,2894
Ashwood,2/11 Salisbury Rd,4,t,980000,PI,AIME,18/03/2017,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,1/148 High Street Rd,3,u,,PI,Ray,18/06/2016,12.2,3147,3,1,2,353,98,1950,Monash City Council,-37.8676,145.107,Southern Metropolitan,2894
Ashwood,4/24 Mulgrave St,2,u,535000,S,Woodards,18/06/2016,12.2,3147,2,1,1,72,,,Monash City Council,-37.8702,145.1042,Southern Metropolitan,2894
Ashwood,15b Rocklands Rd,4,t,1230000,S,Buxton,18/06/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,79 Ashwood Dr,4,h,,SP,Kay,19/11/2016,12.2,3147,4,2,2,743,235,2011,Monash City Council,-37.8611,145.1019,Southern Metropolitan,2894
Ashwood,16 Carlyle St,3,h,,SP,Harcourts,19/11/2016,12.2,3147,3,1,1,706,157,1950,Monash City Council,-37.8612,145.0958,Southern Metropolitan,2894
Ashwood,147 Huntingdale Rd,3,h,785000,S,Buxton,19/11/2016,12.2,3147,3,1,1,557,,1960,Monash City Council,-37.8671,145.1117,Southern Metropolitan,2894
Ashwood,17 Parkhill Dr,4,h,1240000,S,Tim,19/11/2016,12.2,3147,4,2,2,766,192,1950,Monash City Council,-37.8629,145.1097,Southern Metropolitan,2894
Ashwood,22 Vannam Dr,3,h,,PI,Woodards,22/05/2016,12.2,3147,3,2,2,731,147,1950,Monash City Council,-37.8613,145.1034,Southern Metropolitan,2894
Ashwood,2/6 Murra Ct,2,u,700000,S,hockingstuart,22/08/2016,12.2,3147,2,1,2,192,88,2007,Monash City Council,-37.8709,145.102,Southern Metropolitan,2894
Ashwood,31a Shaw St,3,t,880000,PI,Fletchers,23/04/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,27 Yertchuk Av,4,h,,S,Jellis,23/04/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,1/27 Electra Av,2,u,675000,S,Buxton,24/09/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,2/21 Lavidge Rd,4,t,,PI,Buxton,24/09/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,12 Leonard St,4,h,1350000,S,Buxton,24/09/2016,12.2,3147,4,2,1,727,,,Monash City Council,-37.8669,145.1106,Southern Metropolitan,2894
Ashwood,4 Teck St,2,h,1110000,S,Fletchers,24/09/2016,12.2,3147,2,1,1,586,86,1950,Monash City Council,-37.8683,145.1082,Southern Metropolitan,2894
Ashwood,14 Ashwood Dr,3,h,1305000,S,Jellis,25/02/2017,12.2,3147,3,1,1,760,120,1960,Monash City Council,-37.858,145.1038,Southern Metropolitan,2894
Ashwood,11 Cassinia Av,4,h,,S,Jellis,25/02/2017,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,1/2 Condah Ct,3,h,855000,S,Noel,25/02/2017,12.2,3147,3,2,1,320,85,1958,Monash City Council,-37.87,145.1103,Southern Metropolitan,2894
Ashwood,44 Power Av,3,h,900000,VB,Tim,25/02/2017,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,6a Sylvan Cr,4,t,1400000,S,Buxton,25/02/2017,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,2/21 Lavidge Rd,4,t,,PI,Fletchers,26/07/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,2/2 Heather Av,3,t,964000,S,Tim,27/06/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,1/72 Power Av,3,u,,SN,Biggin,27/11/2016,12.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Ashwood,1/16 Raymond St,3,t,900500,S,Jellis,27/11/2016,12.2,3147,3,2,2,256,134,2012,Monash City Council,-37.8655,145.1096,Southern Metropolitan,2894
Ashwood,17 Vannam Dr,4,h,,SP,Fletchers,27/11/2016,12.2,3147,4,2,2,780,155,1950,Monash City Council,-37.8613,145.103,Southern Metropolitan,2894
Ashwood,13 Ashwood Dr,4,h,,S,Fletchers,28/05/2016,12.2,3147,3,3,2,717,311,1960,Monash City Council,-37.8575,145.106,Southern Metropolitan,2894
Ashwood,6 Clearview Cl,5,h,,S,Jellis,28/05/2016,12.2,3147,4,3,2,579,243,1998,Monash City Council,-37.8633,145.1021,Southern Metropolitan,2894
Ashwood,4 Newbury Ct,3,h,1200000,VB,Buxton,28/05/2016,12.2,3147,3,2,2,839,198,1970,Monash City Council,-37.8614,145.1098,Southern Metropolitan,2894
Ashwood,30 Ashwood Dr,3,h,,PI,Buxton,28/08/2016,12.2,3147,3,1,1,779,,,Monash City Council,-37.8597,145.1025,Southern Metropolitan,2894
Ashwood,2/53 Salisbury Rd,3,t,830000,S,Barry,28/08/2016,12.2,3147,2,1,2,212,130,2012,Monash City Council,-37.8723,145.1089,Southern Metropolitan,2894
Ashwood,577 Warrigal Rd,3,h,,SN,Buxton,28/08/2016,12.2,3147,3,1,4,677,140,1960,Monash City Council,-37.8688,145.0926,Southern Metropolitan,2894
Avondale Heights,13 MacEy Av,4,h,1310000,S,Jellis,3/09/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,8 Norma Ct,3,h,850000,S,Moonee,3/09/2016,10.5,3034,3,1,1,593,118,1970,Moonee Valley City Council,-37.7677,144.8674,Western Metropolitan,4502
Avondale Heights,9 Rogerson St,3,h,750000,SP,Moonee,3/09/2016,10.5,3034,3,1,1,0,103,1980,Moonee Valley City Council,-37.7634,144.8611,Western Metropolitan,4502
Avondale Heights,157 Canning St,3,t,851000,S,Nelson,3/12/2016,10.5,3034,3,3,1,557,181,2017,Moonee Valley City Council,-37.77,144.8572,Western Metropolitan,4502
Avondale Heights,7 Peerless Ct,4,h,,SP,Barry,3/12/2016,10.5,3034,4,2,2,705,500,1999,Moonee Valley City Council,-37.7604,144.8713,Western Metropolitan,4502
Avondale Heights,105 Canning St,3,h,848000,S,Nelson,4/03/2017,10.5,3034,3,1,2,542,,,Moonee Valley City Council,-37.7706,144.8629,Western Metropolitan,4502
Avondale Heights,36 Wood St,4,h,806000,S,Moonee,4/03/2017,10.5,3034,4,2,1,350,,2008,Moonee Valley City Council,-37.7676,144.859,Western Metropolitan,4502
Avondale Heights,2 Arbor Tce,4,h,1155000,S,Nelson,4/06/2016,10.5,3034,3,2,2,569,225,2008,Moonee Valley City Council,-37.7654,144.8655,Western Metropolitan,4502
Avondale Heights,3 Karen Ct,3,h,670000,VB,Nelson,4/06/2016,10.5,3034,3,2,2,671,,,Moonee Valley City Council,-37.7593,144.871,Western Metropolitan,4502
Avondale Heights,6 Lovett Dr,4,h,1200000,S,Nelson,4/06/2016,10.5,3034,4,5,4,673,,,Moonee Valley City Council,-37.7545,144.8736,Western Metropolitan,4502
Avondale Heights,12 Skewes St,3,h,636000,S,Nelson,4/06/2016,10.5,3034,2,1,2,571,,,Moonee Valley City Council,-37.7605,144.8581,Western Metropolitan,4502
Avondale Heights,16 Arcade Wy,3,h,655000,S,Nelson,6/08/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,19 Rogerson St,3,h,,SP,Nelson,6/08/2016,10.5,3034,3,1,1,585,128,1955,Moonee Valley City Council,-37.7637,144.8601,Western Metropolitan,4502
Avondale Heights,68 Thompson St,3,h,680000,S,Nelson,6/08/2016,10.5,3034,3,1,2,570,120,1970,Moonee Valley City Council,-37.7591,144.8542,Western Metropolitan,4502
Avondale Heights,119 Canning St,3,h,,S,Nelson,7/05/2016,10.5,3034,3,1,2,600,103,1965,Moonee Valley City Council,-37.7704,144.8613,Western Metropolitan,4502
Avondale Heights,14 Lovett Dr,4,h,1160000,S,Moonee,7/05/2016,10.5,3034,4,3,2,789,,,Moonee Valley City Council,-37.7537,144.8729,Western Metropolitan,4502
Avondale Heights,9 Arcade Wy,3,h,560000,SP,Moonee,8/10/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,31 Duke St,3,h,750000,S,Barry,8/10/2016,10.5,3034,3,1,1,529,,,Moonee Valley City Council,-37.7721,144.8576,Western Metropolitan,4502
Avondale Heights,97 Military Rd,3,h,627500,SP,Moonee,8/10/2016,10.5,3034,3,1,1,550,143,1970,Moonee Valley City Council,-37.7632,144.8622,Western Metropolitan,4502
Avondale Heights,21 River Dr,3,t,880000,S,Moonee,8/10/2016,10.5,3034,3,2,2,339,,,Moonee Valley City Council,-37.7519,144.8534,Western Metropolitan,4502
Avondale Heights,43 Riverside Av,3,h,825000,S,Brad,8/10/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,35 Templewood Cr,4,h,1372000,S,Nelson,8/10/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,3 Clive Ct,4,h,950000,S,Moonee,10/12/2016,10.5,3034,4,3,3,761,281,1970,Moonee Valley City Council,-37.7524,144.8714,Western Metropolitan,4502
Avondale Heights,10 Hanley St,3,h,,SP,Brad,10/12/2016,10.5,3034,3,1,3,595,142,1955,Moonee Valley City Council,-37.7612,144.8561,Western Metropolitan,4502
Avondale Heights,40 Templewood Cr,4,h,1200000,S,Nelson,10/12/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,22 Warrick Ct,4,h,1600000,PI,Nelson,10/12/2016,10.5,3034,4,3,3,1801,,,Moonee Valley City Council,-37.7532,144.8766,Western Metropolitan,4502
Avondale Heights,15 Dumas Av,3,h,825000,SP,Biggin,11/02/2017,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,2/6 Nelson Ct,2,t,585000,S,Barry,11/02/2017,10.5,3034,2,1,1,136,,2012,Moonee Valley City Council,-37.7623,144.8613,Western Metropolitan,4502
Avondale Heights,5 Glencara St,3,h,,S,Nelson,12/11/2016,10.5,3034,3,2,1,585,,,Moonee Valley City Council,-37.7699,144.8662,Western Metropolitan,4502
Avondale Heights,129 Templewood Cr,4,h,1631000,S,Nelson,14/05/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,103 Military Rd,3,h,,SP,Moonee,15/10/2016,10.5,3034,3,1,1,580,117,1970,Moonee Valley City Council,-37.7627,144.862,Western Metropolitan,4502
Avondale Heights,7 Monmouth St,3,h,650000,SP,Moonee,15/10/2016,10.5,3034,3,1,3,574,,,Moonee Valley City Council,-37.7627,144.857,Western Metropolitan,4502
Avondale Heights,15 River Dr,3,h,725000,SP,Moonee,15/10/2016,10.5,3034,3,1,4,606,,,Moonee Valley City Council,-37.752,144.854,Western Metropolitan,4502
Avondale Heights,16a Arbor Tce,3,u,665000,S,Brad,16/04/2016,10.5,3034,3,2,1,289,,,Moonee Valley City Council,-37.7644,144.8657,Western Metropolitan,4502
Avondale Heights,40a Herbert St,3,h,560500,S,Nelson,16/04/2016,10.5,3034,3,1,1,177,,,Moonee Valley City Council,-37.7664,144.8583,Western Metropolitan,4502
Avondale Heights,185 Military Rd,3,h,615000,SP,Moonee,16/07/2016,10.5,3034,3,1,2,649,,,Moonee Valley City Council,-37.758,144.86,Western Metropolitan,4502
Avondale Heights,33 Wood St,3,h,845000,S,Nelson,16/07/2016,10.5,3034,3,1,3,704,,,Moonee Valley City Council,-37.7681,144.8592,Western Metropolitan,4502
Avondale Heights,14 Herbert St,3,h,585000,SA,Barry,17/09/2016,10.5,3034,3,1,2,322,,,Moonee Valley City Council,-37.7686,144.8576,Western Metropolitan,4502
Avondale Heights,2/10 Military Rd,2,u,440000,S,Nelson,18/03/2017,10.5,3034,2,1,1,263,,1999,Moonee Valley City Council,-37.7697,144.8657,Western Metropolitan,4502
Avondale Heights,9 Willow Dr,3,h,850000,S,Moonee,18/03/2017,10.5,3034,3,1,2,766,149,,Moonee Valley City Council,-37.7522,144.8518,Western Metropolitan,4502
Avondale Heights,25 MacEy Av,3,h,775000,S,Brad,18/06/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,8 Westminster Dr,5,h,850000,SP,Moonee,18/06/2016,10.5,3034,5,2,4,574,,,Moonee Valley City Council,-37.7639,144.8615,Western Metropolitan,4502
Avondale Heights,8 Herbert St,3,h,705000,S,Nelson,22/05/2016,10.5,3034,3,1,1,581,106,1960,Moonee Valley City Council,-37.7691,144.8575,Western Metropolitan,4502
Avondale Heights,2 Hillman Ct,4,h,1100000,VB,Brad,22/05/2016,10.5,3034,4,3,2,873,395,1992,Moonee Valley City Council,-37.7609,144.8639,Western Metropolitan,4502
Avondale Heights,18 Langham St,3,h,710000,SP,Moonee,22/05/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,20 Westminster Dr,3,h,892500,S,Nelson,22/05/2016,10.5,3034,3,1,1,586,118,1965,Moonee Valley City Council,-37.7642,144.8603,Western Metropolitan,4502
Avondale Heights,23 River Dr,3,t,730000,VB,Barry,22/08/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,17 Lacy St,3,h,790000,S,HAR,23/04/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,8 Moffat St,3,h,695000,S,HAR,23/04/2016,10.5,3034,3,1,2,588,,,Moonee Valley City Council,-37.771,144.8586,Western Metropolitan,4502
Avondale Heights,1 Templewood Cr,4,h,855000,PI,Nelson,23/04/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,1/24 Bordeaux St,2,h,522500,S,Nelson,24/09/2016,10.5,3034,2,1,1,220,101,1995,Moonee Valley City Council,-37.756,144.8641,Western Metropolitan,4502
Avondale Heights,7 Landau Pl,4,h,990000,S,Moonee,24/09/2016,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
